date,perc_p,pmo,cnt
2017-11-03,0.7447348694294728,-0.03484975753490238,107
2017-11-04,0.740312462979176,-0.03927216398519917,33
2017-11-05,0.75216618161764,-0.0274184453467351,40
2017-11-06,0.7136214901133708,-0.0659631368510043,152
2017-11-07,0.735584179958882,-0.044000447005493104,458
2017-11-08,0.7743069569459635,-0.005277670018411618,327
2017-11-09,0.7960386990531082,0.016454072088733063,224
2017-11-10,0.7659864397911942,-0.013598187173180953,354
2017-11-11,0.7785103771936824,-0.0010742497706927034,197
2017-11-12,0.771774736114023,-0.007809890850352108,23
2017-11-13,0.7599127133038732,-0.019671913660501916,217
2017-11-14,0.7520905952738476,-0.027494031690527554,246
2017-11-15,0.8083652290044204,0.02878060204004529,721
2017-11-16,0.7850622909016308,0.0054776639372556835,583
2017-11-17,0.8029923068260819,0.023407679861706776,195
2017-11-18,0.8068677444787319,0.027283117514356747,82
2017-11-19,0.8086284052924153,0.02904377832804017,59
2017-11-20,0.7957915990895197,0.016206972125144548,177
2017-11-21,0.8496214796862012,0.07003685272182603,313
2017-11-22,0.7717714549497491,-0.007813172014626057,292
2017-11-23,0.7828422007136975,0.00325757374932234,162
2017-11-24,0.7899329550546031,0.01034832809022801,125
2017-11-25,0.7883144430137394,0.008729816049364292,7
2017-11-27,0.7668595050394641,-0.012725121924911043,116
2017-11-28,0.8428934103867168,0.0633087834223417,385
2017-11-29,0.7922236561071601,0.012639029142784919,265
2017-11-30,0.7869391986058505,0.007354571641475349,615
2017-12-01,0.7878459554519154,0.008261328487540243,274
2017-12-02,0.7817014109799375,0.0021167840155623674,65
2017-12-03,0.7639846728599153,-0.015599954104459801,86
2017-12-04,0.8048664839546211,0.025281856990245988,233
2017-12-05,0.8033014523642884,0.023716825399913266,1030
2017-12-06,0.7936094077137035,0.014024780749328336,516
2017-12-07,0.8126348666878688,0.033050239723493635,328
2017-12-08,0.8160250499047812,0.03644042294040606,135
2017-12-09,0.8080743341828623,0.028489707218487204,88
2017-12-10,0.8164703783544479,0.036885751390072774,54
2017-12-11,0.8634221339512451,0.08383750698686998,336
2017-12-12,0.843825526351437,0.0642408993870619,532
2017-12-13,0.8234908322027986,0.04390620523842348,608
2017-12-14,0.836500369810307,0.056915742845931816,441
2017-12-15,0.8298075651766289,0.050222938212253765,182
2017-12-16,0.8064932198740139,0.026908592909638762,129
2017-12-17,0.7800581403811013,0.00047351341672619007,39
2017-12-18,0.7805146464904446,0.0009300195260694144,110
2017-12-19,0.6970686632267482,-0.08251596373762693,124
2017-12-20,0.7532921106165283,-0.026292516347846795,244
2017-12-21,0.7974417072690465,0.01785708030467137,64
2017-12-22,0.8366805685304955,0.05709594156612041,286
2017-12-23,0.8300784472936339,0.050493820329258754,68
2017-12-24,0.8475762591849683,0.06799163222059312,89
2017-12-25,0.8394624181477207,0.059877791183345574,63
2017-12-26,0.827306580557798,0.047721953593422906,32
2017-12-27,0.832336787459076,0.052752160494700884,89
2017-12-28,0.8299105559714727,0.050325929007097536,145
2017-12-29,0.792288229672552,0.012703602708176831,72
2017-12-30,0.7798675932326214,0.00028296626824630966,49
2017-12-31,0.7751442450458987,-0.004440381918476399,14
2018-01-01,0.8052619484258765,0.025677321461501368,79
2018-01-02,0.8215627418492344,0.04197811488485925,231
2018-01-03,0.7607014807491252,-0.01888314621524989,128
2018-01-04,0.6975616793342508,-0.0820229476301243,220
2018-01-05,0.7062462270515965,-0.07333839991277868,214
2018-01-06,0.6459742602758981,-0.13361036668847703,124
2018-01-07,0.5937543527066329,-0.18583027425774223,97
2018-01-08,0.5948473944218481,-0.18473723254252705,310
2018-01-09,0.69729174456064,-0.08229288240373511,536
2018-01-10,0.7054759554109603,-0.07410867155341483,208
2018-01-11,0.7208361752646092,-0.05874845169976595,391
2018-01-12,0.728144710666218,-0.05143991629815714,269
2018-01-13,0.7649202776228488,-0.014664349341526384,63
2018-01-14,0.7242476494874349,-0.05533697747694022,68
2018-01-15,0.6983253050516645,-0.08125932191271068,267
2018-01-16,0.7249089458921978,-0.05467568107217735,449
2018-01-17,0.7792655250306466,-0.00031910193372852724,552
2018-01-18,0.8040432363902258,0.024458609425850653,270
2018-01-19,0.8112139655264529,0.031629338562077725,258
2018-01-22,0.8367388220097347,0.05715419504535957,5
2018-01-23,0.8482509744834983,0.06866634751912315,6
2018-01-24,0.8234268501995653,0.04384222323519016,246
2018-01-25,0.7955752232565243,0.015990596292149162,234
2018-01-26,0.7828254772096334,0.00324085024525822,383
2018-01-27,0.7715749234822463,-0.008009703482128816,328
2018-01-29,0.7580778441565985,-0.021506782807776625,291
2018-01-30,0.7610404483327339,-0.01854417863164126,175
2018-01-31,0.7414320809073388,-0.03815254605703633,187
2018-02-01,0.7802756949161267,0.0006910679517515561,250
2018-02-02,0.7887581234071318,0.009173496442756668,490
2018-02-05,0.7684340003789666,-0.011150626585408552,425
2018-02-06,0.7627528354928882,-0.016831791471486945,349
2018-02-07,0.8213447139331459,0.04176008696877076,135
2018-02-08,0.8091528532892682,0.029568226324893088,332
2018-02-09,0.811899672688059,0.03231504572368382,272
